job_title,company,location,summary,state
"Medicare Insurance Agent – Industry-best comp plan, total work freedom",ASSURANCE Independent Agents,"Dallas, TX","Our team of engineers, data scientists, marketers, architects, and designers are building systems using advanced science to make humans better.",TX
Data Scientist,Verizon,"Irving, TX","Be a subject matter expert on machine learning and predictive modeling. You will work closely with a team of talented data scientists, Big Data engineers, and…",TX
Data Scientist,NTT DATA Services,"Plano, TX","Designing and executing processes related to machine learning and predictive modeling, data mining, and research on large scale complex data sets using…",TX
Data Scientist/Statistician (Statistical Modeling),S5 Stratos,"Dallas, TX",S5's R&D team is responsible for creating massively parallel systems while leveraging the deep understanding of distributed computing and machine learning.,TX
Data Scientist,HUNTER Technical Resources,"Addison, TX",Partner with Director of Marketing Analytics to identify practical opportunities to leverage large data sets and employ big data analytics techniques to improve…,TX
Lead Data Scientist,ITL USA,"Plano, TX","Infosys –Tecnology Lead - Data Scientist (R / Python) – US – Python, R. Excellent hands on R & Python experience. Location for this position is Plano, TX.",TX
Machine Learning Engineer for Pattyrn,WNDYR,"Dallas, TX","You will be designing, building, testing, and deploying machine learning and/or other AI models around productivity data.",TX
Python Engineer - Machine Learning Platform,JP Morgan Chase,"Plano, TX","In this role, you will design and develop automation services to enable large scale infrastructure that supports machine learning use cases.You will be required…",TX
Accounts Receivable,Bodycote,"Dallas, TX","At Bodycote what we do matters and as a member of our team, what you do matters too. Are you looking for a fast paced environment in a busy office atmosphere?",TX
Entry-Level Architect,Burns & McDonnell,"Dallas, TX","At Burns & McDonnell, you’ll have the opportunity to make a difference every day while fulfilling your personal and professional ambitions.",TX
"Principal Associate, Data Science",Capital One - US,"Plano, TX","As a Data Scientist at Capital One, you’ll be part of a team that’s leading the next wave of disruption at a whole new scale, using the latest in computing and…",TX
"Regional Head of Business Development - AI, Machine Learning, Data Science",Xen.ai,"Dallas, TX","Xen.AI is looking for Regional Head of Business Development - AI, Machine Learning, Data Science, who can bring in AI, Machine Learning, Deep Learning and Data…",TX
Data Science - Information Technology,Verizon,"Irving, TX",As a Data Scientist you will be applying cutting edge machine learning techniques and AI technology. You will work closely with a team of talented data…,TX
Senior Research Analyst,STATinMED,"Plano, TX",Advanced programming capacity in R or Python is a plus. Direct experience providing statistical support for major research projects involving administrative…,TX
Senior Data Scientist,Omnitracs,"Dallas, TX","Experience with a range of statistical, artificial intelligence and machine learning techniques as well as tools used in their implementation.",TX
Payroll Transaction Specialist,NOKIA,"Irving, TX","Serving customers in over 100 countries, our research scientists and engineers continue to invent and accelerate new technologies that will increasingly…",TX
NLP Data Scientist /Analytic Consultant 4,Wells Fargo,"Dallas, TX",The ideal candidate will be able to think outside the box to uncover new ways to analyze unstructured data leveraging our Open Source Data Science Platform …,TX
Data Scientist,NTT DATA Services,"Plano, TX","Designing and executing processes related to machine learning and predictive modeling, data mining, and research on large scale complex data sets using…",TX
Data Scientist,Verizon,"Irving, TX","Experience in machine learning and statistical modeling. You will work closely with a team of talented data scientists, Big Data engineers, and software…",TX
Deep Learning Data Scientist,"Spectral MD, Inc.","Dallas, TX","We are seeking someone with a strong background in the theory and application of deep learning for image segmentation and classification, machine learning…",TX
Data Scientist/Statistician (Statistical Modeling),S5 Stratos,"Dallas, TX","Must have hands-on implementation of various advanced models, leveraging board spectrum of statistical, machine learning and cognitive computing methods.",TX
Lead Data Scientist,ITL USA,"Plano, TX","R & Python as a language is practically usable for anything, we are looking for application • Development and Extract/Transform/Load experience using Python.",TX
Data Scientist,HUNTER Technical Resources,"Addison, TX","Experience with common data science toolkits, such as Anaconda, R, Python. Experience with deploying machine learning systems from scratch.",TX
Content Writer,Mojo Media Labs,"Irving, TX","It shows in the people we hire — the most talented creators, scientists, developers, data nuts, marketers and all-around unicorns. … THE 3 PILLARS OF OUR CULTURE.",TX
Lead Data Scientist,Verizon,"Irving, TX","Be a subject matter expert on machine learning and predictive modeling. … You will work closely with a team of talented data scientists, Big Data engineers, and…",TX
Machine Learning Engineer,Photon,"Plano, TX","Your deep knowledge of design, analytics, development, coding, testing and application programming will help your team raise their game, meeting your standards,…",TX
Client Success Coordinator,Mojo Media Labs,"Irving, TX","It shows in the people we hire — the most talented creators, scientists, developers, data nuts, marketers and all-around unicorns. … THE 3 PILLARS OF OUR CULTURE.",TX
Research & Data Analyst,Boy Scouts of America,"Irving, TX",Works on applied research and analytics initiatives that leverage data mining techniques and statistical analysis to report insights gained from the data in…,TX
Collections Analyst,Bodycote,"Dallas, TX","As the world’s largest provider of thermal processing services, Bodycote employs thousands of highly skilled staff around the globe, some of the best engineers,…",TX
Vice President of Data Science and Analytics,CBRE,"Dallas, TX",This person will manage a team of high caliber data scientists and business analysts. … Manage and grow a industry-leading team of data scientists and business…,TX
Scientist I - Lab Analysis,Air Liquide,"Dallas, TX","Ensure accurate evaluation, interpretation, and verification of data (samples, calibration, and quality control). … We are an equal opportunity employer.",TX
Data Scientist (CRM and Marketing Analytics),The Container Store,"Coppell, TX","Using a scripting language like SAS or R for data analysis. … Develops and implements scalable Data Science Analytical Solutions that rely on statistical, machine…",TX
Senior Data Engineer - Machine Learning Platform,JP Morgan Chase,"Plano, TX","We are looking for a savvy Data Engineer to join our growing team of machine learning and analytics platform in Plano, TX, you will be responsible for expanding…",TX
NLP Data Scientist /Analytic Consultant 4,Wells Fargo,"Dallas, TX","Data Management and Insights (DMI), which offers Chief Data Office capabilities to Wells Fargo, focuses on leveraging data as a strategic asset.",TX
Data Scientist,NTT DATA Services,"Plano, TX","Designing and executing processes related to machine learning and predictive modeling, data mining, and research on large scale complex data sets using…",TX
Data Scientist,Verizon,"Irving, TX","Be a subject matter expert on machine learning and predictive modeling. … You will work closely with a team of talented data scientists, Big Data engineers, and…",TX
Deep Learning Data Scientist,"Spectral MD, Inc.","Dallas, TX","They will work with a small team of clinical researchers, medical doctors, data scientists, and medical device engineers to analyze multidimensional image data…",TX
Data Scientist/Statistician (Statistical Modeling),S5 Stratos,"Dallas, TX",S5's R&D team is responsible for creating massively parallel systems while leveraging the deep understanding of distributed computing and machine learning.,TX
Lead Data Scientist,ITL USA,"Plano, TX","Infosys –Tecnology Lead - Data Scientist (R / Python) – US – Python, R. … Excellent hands on R & Python experience. … Location for this position is Plano, TX.",TX
Data Scientist,HUNTER Technical Resources,"Addison, TX",Partner with Director of Marketing Analytics to identify practical opportunities to leverage large data sets and employ big data analytics techniques to improve…,TX
Java Engineer - Machine Learning Platform,JP Morgan Chase,"Plano, TX","In 20 technology centers worldwide, our team of 50,000 technologists design, build and deploy everything from enterprise technology initiatives to big data and…",TX
Big Data/Machine Learning - Software Engineer,Sam's Club Technology,"Dallas, TX","All of the above responsibilities will be aligned to business functions and ultimately influence how we merchandise our clubs, how we market to our members, how…",TX
"Research Analyst, Senior",STATinMED Research,"Plano, TX",At the core of STATinMED Research's mission is our continuing effort to help customers in the health care industry manage cost and improve the quality of care.,TX
"Sr. Associate, Natural Language Processing Data Scientist",KPMG,"Dallas, TX","Leverage a variety of tools and approaches to solve complex business objectives, from Statistical Natural Language Processing, Information Retrieval/Extraction,…",TX
Big Data Architect,Bank of America,"Addison, TX",Experience in implementing a machine learning pipeline. Deliver near-real time and non-near-real-time data and applications to a team of analysts and data…,TX
Computer Scientist/SCADA Engineer,Bont Software & Control Systems,"Corinth, TX",The ideal candidate should also be trained and/or certified in Wonderware System Platform. Send Resume and salary requirements to resumes@BontSoftware.com with …,TX
Assistant Geologist,Terracon,"Dallas, TX","Medical, dental, vision, life insurance, 401(k) plan, and paid holidays. Oversee field monitoring and testing of soils including boring investigations and soil…",TX
Azure Data Engineer,Accenture,"Dallas, TX","You will be part of a highly collaborative and growing network of technology and data experts, who are taking on today’s biggest, most complex business…",TX
Senior Data Scientist - Nationwide Opportunities,"Amazon Web Services, Inc.","Dallas, TX",Excited by using massive amounts of data to develop Machine Learning (ML) and Deep Learning (DL) models? Assist customers by being able to deliver a ML / DL…,TX
COMPUTATIONAL SCIENTIST,UT Southwestern Medical Center,"Dallas, TX","Develop software and methods to explore, analyze and visualize biological data sets including genomic, imaging and protein structure data.",TX
NLP Data Scientist /Analytic Consultant 4,Wells Fargo,"Dallas, TX","This includes using machine learning techniques and programming languages to derive relevant analysis and metrics, including building proof of concepts to…",TX
"Medicare Insurance Agent – Industry-best comp plan, total work freedom",ASSURANCE Independent Agents,"Dallas, TX","Access to our proprietary system (includes no dialing, product recommendations, analytics, and constant platform improvement). But insurance plans are not.",TX
Data Scientist,HUNTER Technical Resources,"Addison, TX","Experience with common data science toolkits, such as Anaconda, R, Python. Experience with deploying machine learning systems from scratch.",TX
Data Scientist,Verizon,"Irving, TX","Experience in machine learning and statistical modeling. In statistics, Math, Economics, Engineering, Computer Science, Business Analytics, Data Science or in a…",TX
Data Scientist,NTT DATA Services,"Plano, TX","Designing and executing processes related to machine learning and predictive modeling, data mining, and research on large scale complex data sets using…",TX
Lead Data Scientist,ITL USA,"Plano, TX","Infosys is a global leader in consulting, technology and outsourcing solutions. We enable clients, in more than 30 countries, to stay a step ahead of emerging…",TX
Data Scientist/Statistician (Statistical Modeling),S5 Stratos,"Dallas, TX",A Publication or Paper Presentation in any renowned Data Science and Machine Learning conferences. Strong expertise in statistical modeling techniques such as…,TX
Deep Learning Data Scientist,"Spectral MD, Inc.","Dallas, TX","We are seeking someone with a strong background in the theory and application of deep learning for image segmentation and classification, machine learning…",TX
Qualitative Research Core (QRC),UT Southwestern Medical Center,"Dallas, TX","The University of Texas Southwestern Medical Center is one of the worlds leading health science research institutions, with nationally-ranked clinical training…",TX
"Regional Head of AI, Machine Learning, Data Science projects delivery",Xen.ai,"Dallas, TX","Xen.AI is looking for a hands-on technical Regional Head of AI, Machine Learning and Data Science projects delivery, who has proven hands-on experience in…",TX
AWS Data Engineer,Accenture,"Dallas, TX","You will have an opportunity to work in roles such as Data Scientist, Data Engineer, or Chief Data Officer covering all aspects of Data including Data…",TX
"Environmental Position (Entry and Staff level) for Environmental Engineer, Scientist or hydrogeologist.","Giles Engineering Associates, Inc.","Dallas, TX","Data analysis, data interpretation and manipulation, report writing, and coordination of logistics for field efforts. … Office tasks experience would include:…",TX
Credit Risk Manager,Fundbox,"Dallas, TX","Partner with Data Scientists to communicate business needs, provide inputs during model building and to leverage new risk models in underwriting.",TX
Environmental Scientist,APTIM,"Dallas, TX",Working knowledge of Microsoft Office programs and scientific computer programs. … Develops plans for short-term work activities in own area.,TX
Artificial Intelligence / Machine Learning Principal Architect,PepsiCo,"Plano, TX","Deliver products using Machine Learning and strong statistical knowledge, while applying machine learning models to real data.",TX
Machine Learning Software Engineer,JP Morgan Chase,"Plano, TX","Experience with Machine Learning, Deep Learning, Data Mining, and/or Statistical Analysis tools. Strong hands-on experience with developing and deploying…",TX
Prg Exec & Materials Mgmt Program Buyer,NOKIA,"Irving, TX","Serving customers in over 100 countries, our research scientists and engineers continue to invent and accelerate new technologies that will increasingly…",TX
Sr Analyst,VIXXO,"Dallas, TX","You may not be an expert in python or all yourself a data scientist, but you love data and don't mind spending a whole day gleaning insights from excel…",TX
Data Scientist,NTT DATA Services,"Plano, TX","Designing and executing processes related to machine learning and predictive modeling, data mining, and research on large scale complex data sets using…",TX
Data Scientist/Statistician (Statistical Modeling),S5 Stratos,"Dallas, TX",S5's R&D team is responsible for creating massively parallel systems while leveraging the deep understanding of distributed computing and machine learning.,TX
NLP Data Scientist /Analytic Consultant 4,Wells Fargo,"Dallas, TX","Data Management and Insights (DMI), which offers Chief Data Office capabilities to Wells Fargo, focuses on leveraging data as a strategic asset.",TX
Deep Learning Data Scientist,"Spectral MD, Inc.","Dallas, TX","They will work with a small team of clinical researchers, medical doctors, data scientists, and medical device engineers to analyze multidimensional image data…",TX
Lead Data Scientist,ITL USA,"Plano, TX","Infosys –Tecnology Lead - Data Scientist (R / Python) – US – Python, R. … Excellent hands on R & Python experience. … Location for this position is Plano, TX.",TX
Data Scientist,HUNTER Technical Resources,"Addison, TX",Partner with Director of Marketing Analytics to identify practical opportunities to leverage large data sets and employ big data analytics techniques to improve…,TX
Data Scientist,Verizon,"Irving, TX","Be a subject matter expert on machine learning and predictive modeling. … You will work closely with a team of talented data scientists, Big Data engineers, and…",TX
Product Development Sr. Scientist,Pizza Hut Corporate,"Plano, TX",Ensure project goals met at all times through trusted supplier relationships and proactive communication. Ability to proactively manage and update coach/peers…,TX
Laboratory Tech,Methodist Hospital for Surgery,"Addison, TX",Must be currently registered or eligible for registration as a Medical Technologist of Clinical Laboratory Scientist. Screens and processes incoming patients.,TX
SLED Sales Representative,NetApp,"Addison, TX","With the Data Fabric, our customers can harness the power of cloud data services, build cloud infrastructures, and modernize storage through data management.",TX
Business Intelligence Manager,Harley-Davidson,"Plano, TX","Partner with Data Scientists to ensure data needs are met, and provide answers to questions related to data sources and definitions. It’s part of your story.",TX
Quantitative Analyst,Bank of America,"Addison, TX","Quantitative analytics experience, leveraging skills like data mining, performance forecasting, or statistics. Six Sigma, Agile project management).",TX
Professional Services Consultant - Fixed Operations - 90% Travel,CDK Global,"Dallas, TX","From data scientists to sales and client service experts, we’re hiring to support your growth and ours - Green light your career.",TX
Machine Learning Engineer,Bank of America,"Plano, TX","Experience in design, feature engineering, data mining, embeddings for Machine Learning applications. Experience in data analysis and data presentation.",TX
"Software Product Manager, Data and Analytics",Stonecrop Technologies LLC,"Garland, TX","As a Product Manager, Data and Analytics, you will work with internal and external stakeholders to identify new opportunities for the organization to use data…",TX
Big Data Engineer,NTT DATA Services,"Plano, TX","Partner with data analyst, product owners and data scientists, to better understand requirements, solution designs, finding bottlenecks, resolutions, etc.",TX
Machine Learning Platform Web Specialist,JP Morgan Chase,"Plano, TX","Your deep knowledge of design, analytics, development, coding, testing and application programming will help your team raise their game, meeting your standards,…",TX
NLP Data Scientist /Analytic Consultant 4,Wells Fargo,"Dallas, TX","Data Management and Insights (DMI), which offers Chief Data Office capabilities to Wells Fargo, focuses on leveraging data as a strategic asset.",TX
Data Scientist,NTT DATA Services,"Plano, TX","Designing and executing processes related to machine learning and predictive modeling, data mining, and research on large scale complex data sets using…",TX
Data Scientist,Verizon,"Irving, TX","Be a subject matter expert on machine learning and predictive modeling. You will work closely with a team of talented data scientists, Big Data engineers, and…",TX
Deep Learning Data Scientist,"Spectral MD, Inc.","Dallas, TX","They will work with a small team of clinical researchers, medical doctors, data scientists, and medical device engineers to analyze multidimensional image data…",TX
Data Scientist/Statistician (Statistical Modeling),S5 Stratos,"Dallas, TX",S5's R&D team is responsible for creating massively parallel systems while leveraging the deep understanding of distributed computing and machine learning.,TX
Lead Data Scientist,ITL USA,"Plano, TX","Infosys –Tecnology Lead - Data Scientist (R / Python) – US – Python, R. Excellent hands on R & Python experience. Location for this position is Plano, TX.",TX
Data Scientist,HUNTER Technical Resources,"Addison, TX",Partner with Director of Marketing Analytics to identify practical opportunities to leverage large data sets and employ big data analytics techniques to improve…,TX
Clinical AI Expert,Pieces Technologies,"Dallas, TX","You should exhibit strong domain expertise in clinical workflows - inpatient, outpatient, and/or post-acute care, case management, or health plan workflows -…",TX
Product Manager,CBRE,"Dallas, TX","Gather and analyze feedback from customer, real estate brokers, marketing, development, data scientists and analysts in addition to a good understanding of the…",TX
Medical Laboratory Scientist - PRN,United Surgical Partners International,"Frisco, TX","Helps to come up with a solution and assists in the implementation of the solution. … Bachelor’s degree in a chemical, physical, biological or clinical laboratory…",TX
Weighing and Research Analyst,ABF Freight,"Dallas, TX","Inspect shipments, ensure the freight bill descriptions and applied NMF items are correct, and ensure that correct published tariff rate/charge is applied on…",TX
Senior Research Scientist,UT Southwestern Medical Center,"Dallas, TX","Plans, organizes, coordinates, directs and personally participates in major medical or scientific research projects, including development and implementation of…",TX
CCB-Risk- Auto Finance Modeler-Associate,JP Morgan Chase,"Plano, TX","In depth knowledge in data mining and statistical modeling techniques, such as generalized linear models, unsupervised and supervised machine learning…",TX
Digital Marketing Specialist,Mojo Media Labs,"Irving, TX","It shows in the people we hire — the most talented creators, scientists, developers, data nuts, marketers and all-around unicorns. … THE 3 PILLARS OF OUR CULTURE.",TX
Managed Corporate Actions Research Analyst,IHS Markit,"Dallas, TX","Strong research and data mining skills required. … The subject matter expert will also be responsible for training teammates, overseeing quality control, and…",TX
Research Analyst Intern (Part-time),"DeWolff, Boberg & Associates","Dallas, TX",Update and manage system organization of Salesforce and event records. … Decipher and interpret large amounts of data to determine validity and accuracy.,TX
Azure Data Architect,Quisitive,"Dallas, TX","Knowledge of and experience with the Azure Data Platform – Azure Data Lake, Data Factory, Data Management Gateway, Azure Storage Options, DocumentDB, Data Lake…",TX
NLP Data Scientist /Analytic Consultant 4,Wells Fargo,"Dallas, TX","Data Management and Insights (DMI), which offers Chief Data Office capabilities to Wells Fargo, focuses on leveraging data as a strategic asset.",TX
Data Scientist,NTT DATA Services,"Plano, TX","Designing and executing processes related to machine learning and predictive modeling, data mining, and research on large scale complex data sets using…",TX
Data Scientist,Verizon,"Irving, TX","Be a subject matter expert on machine learning and predictive modeling. … You will work closely with a team of talented data scientists, Big Data engineers, and…",TX
Deep Learning Data Scientist,"Spectral MD, Inc.","Dallas, TX","They will work with a small team of clinical researchers, medical doctors, data scientists, and medical device engineers to analyze multidimensional image data…",TX
Data Scientist/Statistician (Statistical Modeling),S5 Stratos,"Dallas, TX",S5's R&D team is responsible for creating massively parallel systems while leveraging the deep understanding of distributed computing and machine learning.,TX
Lead Data Scientist,ITL USA,"Plano, TX","Infosys –Tecnology Lead - Data Scientist (R / Python) – US – Python, R. … Excellent hands on R & Python experience. … Location for this position is Plano, TX.",TX
Data Scientist,HUNTER Technical Resources,"Addison, TX",Partner with Director of Marketing Analytics to identify practical opportunities to leverage large data sets and employ big data analytics techniques to improve…,TX
Deep Learning Data Scientist,"Spectral MD, Inc.","Dallas, TX","They will work with a small team of clinical researchers, medical doctors, data scientists, and medical device engineers to analyze multidimensional image data…",TX
IT/Digital Senior Recruiter,NTT DATA Services,"Plano, TX","We deliver tangible business results by combining deep industry expertise with applied innovations in digital, cloud and automation across a comprehensive…",TX
Machine Learning Engineer,Capital One - US,"Plano, TX","At Capital One’s Center for Machine Learning (C4ML), you’ll be part of an elite team, setting the example for machine learning research and applied machine…",TX
Data & Analytics Consultant (DAL),Systems Evolution Inc.,"Dallas, TX","Ideal candidates may call themselves Data Engineers, Data Scientists and Analysts and Data Governance professionals. Proven track record of delivering results.",TX
Data & ML Engineer,"Amazon Web Services, Inc.","Dallas, TX","These professional services engagements will focus on customer solutions such as Machine Learning, Data and Analytics, HPC and more.",TX
Senior Machine Learning Engineer,Toyota Connected,"Plano, TX",Partner with leaders in the area and have insights to select off the shelf components vs building from the scratch. Toyota Connected is expanding our Labs Team.,TX
"Sr. Manager, Data Science",Capital One - US,"Plano, TX","Bachelor’s Degree plus 6 years of experience in data analytics, or Master’s Degree plus 4 years of experience in data analytics, or PhD plus 2 years of…",TX
"Data Engineer, Products",Merkle Inc.,"Farmers Branch, TX","Communicate effectively with business analysts, data scientists, and other developers on a daily basis. Experience with Customer Data Integration or Master Data…",TX
Senior Marketing Analytics Analyst,Cottonwood Financial,"Irving, TX","Reporting to our Director of Marketing Analytics, this position’s charter is to increase the company’s profits through advanced analytics applied to business…",TX
Tax Staff – National Tax – Tax Technology and Transformation (TTT) – Data Scientist – Advanced Technologies - Dallas,EY,"Dallas, TX","Your primary focus will be in applying data mining techniques, doing statistical analysis and building high quantity prediction systems integrated with our…",TX
"Merchant Services - VP, Business Analysis Manager - Field Strategy Data Analytics",JP Morgan Chase,"Plano, TX","Data mining skills with applied statistics experience preferred. A key objective of this role is to develop wing to wing data analysis including gathering,…",TX
NLP Data Scientist /Analytic Consultant 4,Wells Fargo,"Dallas, TX","Data Management and Insights (DMI), which offers Chief Data Office capabilities to Wells Fargo, focuses on leveraging data as a strategic asset.",TX
Data Scientist,NTT DATA Services,"Plano, TX","Designing and executing processes related to machine learning and predictive modeling, data mining, and research on large scale complex data sets using…",TX
Lead Data Scientist,ITL USA,"Plano, TX","Infosys –Tecnology Lead - Data Scientist (R / Python) – US – Python, R. Excellent hands on R & Python experience. Location for this position is Plano, TX.",TX
Data Scientist/Statistician (Statistical Modeling),S5 Stratos,"Dallas, TX",S5's R&D team is responsible for creating massively parallel systems while leveraging the deep understanding of distributed computing and machine learning.,TX
Data Scientist,HUNTER Technical Resources,"Addison, TX",Partner with Director of Marketing Analytics to identify practical opportunities to leverage large data sets and employ big data analytics techniques to improve…,TX
Data Scientist,Verizon,"Irving, TX","Be a subject matter expert on machine learning and predictive modeling. You will work closely with a team of talented data scientists, Big Data engineers, and…",TX
NLP Data Science Compliance Initiatives - Analytics Consultant 4,Wells Fargo,"Dallas, TX","The NLP Data Science team in Enterprise Analytics and Data Science (EADS) is responsible for developing and deploying NLP, machine learning, and AI solutions…",TX
Data Scientist/Statistician (Statistical Modeling),S5 Stratos,"Dallas, TX",S5's R&D team is responsible for creating massively parallel systems while leveraging the deep understanding of distributed computing and machine learning.,TX
Senior Java Engineer - Machine Learning Platform,JP Morgan Chase,"Plano, TX","Your deep knowledge of design, analytics, development, coding, testing and application programming will help your team raise their game, meeting your standards,…",TX
Machine Learning Software Engineer Lead,JP Morgan Chase,"Plano, TX","Experience with Machine Learning, Deep Learning, Data Mining, and/or Statistical Analysis tools. Experience with machine learning tools such as Scikit Learn,…",TX
Machine Learning Engineer,Dialexa,"Dallas, TX","Develop machine learning models to automate business processes and decisions. Training machine learning models (Scikit-learn, Tensorflow, keras, H2O.ai).",TX
AI Engineer,Vinli,"Dallas, TX","Knowledgeable of foundational data science, statistical, and machine learning concepts. Experience implementing machine learning models in at least one language…",TX
"Conversational Artificial Intelligence Designer, Manager - Applied Artificial Intelligence",Deloitte,"Dallas, TX","The Analytics & Cognitive team leverages the power of data, analytics, robotics, science and cognitive technologies to uncover hidden relationships from vast…",TX
Modeling Analyst I - Economic Capital Modeling,USAA,"Plano, TX",Communicate technical subject matter clearly and concisely to individuals from various backgrounds. USAA also offers a variety of on-site services and…,TX
AI Wireless System Research Engineer,Samsung Research America,"Plano, TX","Create system specification based on the high level concept including applying AI and machine learning for wireless systems. Plano, TX or Mountain View, CA.",TX
"Sr. Associate, Advanced Analytics Modeling NLP",KPMG,"Dallas, TX","Minimum of three years of experience leading work streams with two plus data scientists, engineers, and other data & analytics professionals, including…",TX
Senior Machine Learning Engineer,"Kalkomey Enterprises, LLC","Dallas, TX","Kalkomey Enterprises, the industry leader in online recreational safety and education, is hiring its first Senior Machine Learning Engineer to help maximize…",TX
Data Scientist,NTT DATA Services,"Plano, TX","Designing and executing processes related to machine learning and predictive modeling, data mining, and research on large scale complex data sets using…",TX
Data Scientist,Verizon,"Irving, TX",Be a subject matter expert on machine learning and predictive modeling. You’ll drive profitable growth and business innovation by applying cutting edge machine…,TX
Data Scientist,HUNTER Technical Resources,"Addison, TX",Partner with Director of Marketing Analytics to identify practical opportunities to leverage large data sets and employ big data analytics techniques to improve…,TX
Deep Learning Data Scientist,"Spectral MD, Inc.","Dallas, TX","They will work with a small team of clinical researchers, medical doctors, data scientists, and medical device engineers to analyze multidimensional image data…",TX
Lead Data Scientist,ITL USA,"Plano, TX","Excellent hands on R & Python experience. R & Python as a language is practically usable for anything, we are looking for application • Development and Extract…",TX
Principal Machine Learning Solution Architect,Microsoft,"Dallas, TX","Machine learning toolkits and/or related programming languages including but not limited to: Simulation and modeling software including MATLAB, Unity, Python,…",TX
Telco-Media Data Science Senior Manager,Deloitte,"Dallas, TX","Minimum eight (8) years of experience in data analytics, data modeling, data sciences, AI and machine learning. Must have worked in one of the following:",TX
"Senior Manager - Data Science & Modernization, Automation, Customer MDM Consulting for High-Tech industry sector",Deloitte,"Dallas, TX","Analytics & Cognitive Senior Managers will work with our clients to: Technology Sector – Data Science & Modernization, Automation, Customer MDM Senior Manager.",TX
"Artificial Intelligence, Senior Consultant - Applied Artificial Intelligence",Deloitte,"Dallas, TX","Experience designing and implementing Apache Open Source (Kafka, Storm, Spark) Frameworks to process end to end data management life cycle for NLP, Machine Log…",TX
"Full Stack Artificial Intelligence Architect, Manager - Applied Artificial Intelligence",Deloitte,"Dallas, TX","Machine learning, deep learning, time-series modeling, propensity and prediction, behavioral nudges, recommenders, anomaly detection, segmentation, AI…",TX
AAI – Data Science – Senior Manager,Deloitte,"Dallas, TX","Analytics & Cognitive will work with our clients to: Modeling expertise using statistical techniques such as logistic and linear regression, decision trees,…",TX
Specialist Software Engineer-Machine Learning( Full stack Developer),Gurutech Solutions,"Dallas, TX",Specialist Software Engineer-Machine Learning( Full stack Developer). Please submit your profile with job title and location to jobs@gurutech-solutions.com.,TX
Senior Technical Consultant - Machine Learning,MathWorks,"Plano, TX",We are seeking an engineer with a passion for data analysis and experience in machine learning to join our Consulting Services team.,TX
"Sr Manager, Software Engineering - Center for Machine Learning",Capital One - US,"Plano, TX",Do you enjoy collaborating with your engineering team and your business partners to find creative ways to use machine learning to drive business objectives?,TX
AI/ML Cloud Deployment Engineer - Architect,Deloitte,"Dallas, TX",The role of the AI/ML Deployment Engineer is to create Machine Learning platform capabilities and solutions to integrate AI/ML model driven decision-making…,TX
Data Scientist,NTT DATA Services,"Plano, TX","Designing and executing processes related to machine learning and predictive modeling, data mining, and research on large scale complex data sets using…",TX
Data Scientist/Statistician (Statistical Modeling),S5 Stratos,"Dallas, TX",A Publication or Paper Presentation in any renowned Data Science and Machine Learning conferences. Strong expertise in statistical modeling techniques such as…,TX
NLP Data Scientist /Analytic Consultant 4,Wells Fargo,"Dallas, TX","This includes using machine learning techniques and programming languages to derive relevant analysis and metrics, including building proof of concepts to…",TX
Deep Learning Data Scientist,"Spectral MD, Inc.","Dallas, TX","We are seeking someone with a strong background in the theory and application of deep learning for image segmentation and classification, machine learning…",TX
Lead Data Scientist,ITL USA,"Plano, TX","Infosys is a global leader in consulting, technology and outsourcing solutions. We enable clients, in more than 30 countries, to stay a step ahead of emerging…",TX
Data Scientist,HUNTER Technical Resources,"Addison, TX","Experience with common data science toolkits, such as Anaconda, R, Python. Experience with deploying machine learning systems from scratch.",TX
Data Scientist,Verizon,"Irving, TX","Experience in machine learning and statistical modeling. In statistics, Math, Economics, Engineering, Computer Science, Business Analytics, Data Science or in a…",TX
Radiology PET Imaging Scientist 119,UT Southwestern Medical Center,"Dallas, TX","This imaging scientist will interact closely with scientists in the Cyclotron and Radiochemistry Program, and imaging scientists in the department and the…",TX
Managing Editor - Journals,Society of Petroleum Engineers,"Richardson, TX","The Society of Petroleum Engineers (SPE) is the largest individual-member organization serving managers, engineers, scientists, and other professionals…",TX
"Senior Manager, Product – Translation Services",Hilton Corporate,"Addison, TX",Work with data scientists to connect high level algorithm concepts to expected business outcomes through iterative simulation and testing. What will I be doing?,TX
Research Associate,University of Texas at Dallas,"Dallas, TX","Job duties would include development of new inferential methods for TDA, TDA-based models, and their testing in real projects that would require interaction…",TX
Big Data Software Engineer,JP Morgan Chase,"Lewisville, TX","Experience working with Data Scientists. Expertise in Data governance and Data Quality. In 14 technology hubs worldwide, our team of 40,000+ technologists…",TX
Data Visualization Engineer – Performance Marketing,Apple Leisure Group,"Addison, TX","Our organization includes strategists, digital marketers, media buyers, analysts, data scientists, market researchers. In this role, you will:",TX
Research Analyst I GI Research,Baylor Scott & White Health,"Dallas, TX",Baylor Scott & White Health (BSWH) is the largest not-for-profit health care system in Texas and one of the largest in the United States.,TX
Subject Matter Expert (SME) - Analytics,"JAMY INTERACTIVE, INC","Dallas, TX",Experience preparing proposals with specific focus on business outcomes as a result of using data analytics. Deep knowledge of IIoT and Digital transformation.,TX
Google Technical Architect,Accenture,"Dallas, TX","You will have an opportunity to work in roles such as Data Scientist, Data Engineer, or Chief Data Officer covering all aspects of Data including Data…",TX
